49,no,yes,skiing:snowboarding:football:fashion:computers:camping:dancing:shopping:travel,404 E 14th St New York NY,50,yes,yes,skiing:running:knitting:fashion:art:animals:scrabble,3794 Broadway New York NY,1
19,no,no,soccer:fashion:animals,824 3rd Ave New York NY,28,yes,no,skiing:running:knitting:fashion:computers:camping:tv,427 10th Ave New York NY,0
30,yes,no,fashion:dancing,39 Union sq W New York NY,23,no,no,fashion:photography:animals:tv,102 1st Ave New York NY,1
34,no,yes,snowboarding:soccer:knitting:art:computers:animals:shopping,220 W 42nd St New York NY,40,no,yes,animals:travel,1286 1st Ave New York NY,1
43,no,no,fashion:writing:tv,154 7th Ave New York NY,23,no,no,,1188 Avenue of the Americas New York NY,0
19,no,no,reading:animals:camping:opera:cooking,2271 Broadway New York NY,34,yes,no,snowboarding:football:fashion:photography:computers:camping,102 1st Ave New York NY,0
48,no,yes,soccer:fashion:photography:art:computers:animals:movies:scrabble,600 W 125th St New York NY,48,yes,yes,running:fashion:cooking,154 7th Ave New York NY,1
36,no,yes,soccer:animals:shopping,90 Maiden Ln New York NY,41,no,no,football:knitting:computers:opera:writing:cooking,26 Bowery New York NY,0
48,no,no,skiing:fashion:camping:writing:tv,2049 Broadway New York NY,31,yes,no,fashion:dancing:movies,220 W 42nd St New York NY,1
31,no,no,skiing:soccer:football:animals:opera:scrabble,556 7th Ave New York NY,44,no,yes,football:computers,14 E 47th St New York NY,0
23,no,yes,movies:opera:writing,336 E 23rd St New York NY,27,no,yes,soccer:football:fashion:animals:tv,102 1st Ave New York NY,1
48,no,yes,fashion:computers:animals,336 E 23rd St New York NY,22,yes,yes,skiing:reading:art:animals:dancing,2049 Broadway New York NY,0
41,no,no,skiing:knitting:fashion:scrabble,220 W 42nd St New York NY,38,no,no,football:fashion:photography:dancing,220 W 42nd St New York NY,1
40,no,no,reading:fashion:camping:cooking,39 Union sq W New York NY,37,yes,yes,skiing:fashion:shopping:travel,151 W 34th St New York NY,0
47,no,yes,knitting:computers:animals:camping,1499 3rd Ave New York NY,47,no,no,skiing:soccer:football:computers:dancing:cooking,966 3rd Ave New York NY,0
18,yes,yes,reading:knitting:computers:opera:scrabble,966 3rd Ave New York NY,33,no,yes,snowboarding:knitting:fashion:tv:scrabble,1560 Broadway New York NY,0
34,yes,no,camping:travel,1560 Broadway New York NY,26,yes,no,knitting:fashion:tv:cooking:scrabble,220 W 42nd St New York NY,1
26,no,no,snowboarding:football:running:animals:shopping:travel,556 7th Ave New York NY,21,no,yes,football:running:photography:computers:animals:writing,966 3rd Ave New York NY,1
33,no,no,football:running:opera:writing:shopping:travel,541 Avenue of the Americas New York NY,19,no,yes,football:photography:animals:cooking,1560 Broadway New York NY,0
45,no,no,knitting:fashion,686 Avenue of the Americas New York NY,47,no,yes,dancing:opera,2271 Broadway New York NY,0
34,no,no,soccer:knitting:movies,404 E 14th St New York NY,21,no,no,soccer:computers:opera,102 1st Ave New York NY,1
18,no,no,opera:scrabble,600 W 125th St New York NY,47,no,no,soccer:running:art:writing,2049 Broadway New York NY,0
49,no,no,animals,220 W 42nd St New York NY,46,no,no,skiing:snowboarding:soccer:photography:art:dancing:opera:tv:travel,966 3rd Ave New York NY,1
24,no,no,camping:writing:travel,2049 Broadway New York NY,28,no,yes,photography,688 8th Ave New York NY,0
20,no,no,football:computers:camping:cooking,824 3rd Ave New York NY,36,no,no,football:running:reading:fashion:computers,27 3rd Ave New York NY,0
34,no,yes,reading:animals:travel:cooking:scrabble,688 8th Ave New York NY,19,yes,yes,skiing:snowboarding:soccer:reading:fashion:dancing:movies:writing:cooking:scrabble,14 E 47th St New York NY,1
26,no,no,art:animals:travel,1083 2nd Ave New York NY,22,no,yes,soccer:football:opera:shopping:cooking,688 8th Ave New York NY,0
27,no,no,knitting:dancing:opera:cooking:scrabble,336 E 23rd St New York NY,34,no,yes,skiing:camping:opera,27 3rd Ave New York NY,0
39,no,no,snowboarding:football:reading:photography:art:animals:dancing:writing:shopping:tv,2049 Broadway New York NY,36,no,no,fashion:art:dancing:movies:writing:tv:travel,2049 Broadway New York NY,1
48,yes,yes,snowboarding:fashion:dancing,154 7th Ave New York NY,35,no,no,fashion:art:camping:tv,556 7th Ave New York NY,0
20,yes,yes,movies:tv:cooking,1188 Avenue of the Americas New York NY,35,no,yes,skiing:running:knitting:art:computers:writing:cooking,220 W 42nd St New York NY,0
24,no,no,football:fashion:animals:dancing:opera:tv,14 E 47th St New York NY,34,no,yes,skiing:snowboarding:art:dancing:writing,2271 Broadway New York NY,0
26,no,yes,soccer:camping,1188 Avenue of the Americas New York NY,24,no,yes,snowboarding:knitting:art:opera:writing:shopping:travel,541 Avenue of the Americas New York NY,1
48,no,no,art:camping:shopping:cooking:scrabble,1560 Broadway New York NY,25,no,yes,running:photography:computers:camping:movies:travel:cooking,2271 Broadway New York NY,0
32,no,yes,skiing:football:fashion:dancing:opera:shopping:tv,1560 Broadway New York NY,36,no,yes,skiing:football:computers:animals:camping:opera:shopping,688 8th Ave New York NY,1
34,no,no,computers:travel:cooking,541 Avenue of the Americas New York NY,33,no,no,running:photography:writing:tv,154 7th Ave New York NY,1
31,no,no,skiing:snowboarding:fashion:animals:travel,208 Varick St New York NY,28,no,yes,photography:animals:camping:dancing:scrabble,3794 Broadway New York NY,0
44,no,yes,snowboarding:animals:opera,1083 2nd Ave New York NY,33,no,no,art:animals:camping:writing:scrabble,90 Maiden Ln New York NY,0
22,no,no,running:fashion,154 7th Ave New York NY,32,no,no,football:fashion:movies:shopping:cooking:scrabble,2271 Broadway New York NY,0
41,no,yes,football:movies,39 Union sq W New York NY,39,yes,no,football:fashion:art:camping:movies:cooking:scrabble,1560 Broadway New York NY,0
32,no,yes,soccer:football:knitting:tv,336 E 23rd St New York NY,48,no,yes,photography:animals:dancing:cooking,14 E 47th St New York NY,1
21,no,yes,soccer:fashion:photography:writing,220 W 42nd St New York NY,21,no,no,snowboarding:running:knitting:dancing:movies:travel:scrabble,686 Avenue of the Americas New York NY,0
49,no,no,reading:animals:opera:writing,14 E 47th St New York NY,48,no,yes,snowboarding:reading:knitting:fashion:movies,686 Avenue of the Americas New York NY,0
49,no,no,skiing:art:opera,2271 Broadway New York NY,19,yes,no,fashion:photography:camping:shopping,824 3rd Ave New York NY,0
34,no,no,animals:shopping:travel,90 Maiden Ln New York NY,43,yes,yes,soccer:art,688 8th Ave New York NY,0
25,no,yes,fashion:animals:camping:shopping:cooking:scrabble,90 Maiden Ln New York NY,33,no,no,football:photography:computers:opera:writing:tv:cooking,1188 Avenue of the Americas New York NY,0
30,yes,yes,soccer:reading:art:camping:movies:tv:travel,39 Union sq W New York NY,39,no,no,reading:knitting:writing:cooking:scrabble,556 7th Ave New York NY,0
24,no,no,photography:tv,404 E 14th St New York NY,35,no,no,animals:camping:cooking:scrabble,404 E 14th St New York NY,0
35,no,no,soccer:animals:camping:tv:scrabble,336 E 23rd St New York NY,36,no,yes,opera:writing:tv,27 3rd Ave New York NY,0
39,no,no,soccer:running:reading:fashion:computers:writing:tv:travel:cooking,541 Avenue of the Americas New York NY,26,no,no,reading:knitting:computers:cooking,688 8th Ave New York NY,1
19,yes,yes,camping:dancing:movies:opera:travel:cooking,556 7th Ave New York NY,29,no,no,snowboarding:photography:movies:opera:tv:travel:cooking:scrabble,451 Lexington Ave New York NY,0
48,yes,no,running:photography:dancing:movies:shopping,1286 1st Ave New York NY,48,yes,yes,skiing:fashion:photography:dancing:writing:shopping:tv:cooking,3794 Broadway New York NY,1
30,no,no,soccer:football:reading:knitting:art:animals:movies,39 Union sq W New York NY,44,no,no,skiing:knitting:animals:movies,427 10th Ave New York NY,1
32,no,yes,,404 E 14th St New York NY,49,no,no,football:running:dancing:travel,3794 Broadway New York NY,0
21,no,no,running:computers:cooking:scrabble,2049 Broadway New York NY,20,no,no,knitting:movies:shopping:scrabble,600 W 125th St New York NY,1
20,yes,no,travel:scrabble,1286 1st Ave New York NY,46,no,no,reading:knitting:scrabble,427 10th Ave New York NY,0
50,no,no,skiing:fashion:computers:camping,427 10th Ave New York NY,20,no,yes,reading:photography:scrabble,824 3rd Ave New York NY,0
27,no,yes,skiing:photography:tv:cooking:scrabble,3794 Broadway New York NY,25,yes,yes,snowboarding:knitting:opera:shopping:travel,427 10th Ave New York NY,1
20,no,no,skiing:reading:fashion:movies:scrabble,2049 Broadway New York NY,21,yes,yes,snowboarding:soccer:knitting:computers:animals:dancing,39 Union sq W New York NY,0
29,no,no,reading:knitting:animals:camping:movies:cooking:scrabble,102 1st Ave New York NY,34,no,yes,snowboarding:football:fashion:travel,1083 2nd Ave New York NY,0
35,no,yes,soccer:knitting:fashion:animals:movies:opera:scrabble,966 3rd Ave New York NY,32,no,yes,snowboarding:photography:animals:camping:dancing:shopping,1499 3rd Ave New York NY,1
44,yes,no,snowboarding:football:photography:animals:dancing:opera:cooking,600 W 125th St New York NY,25,yes,yes,computers:animals:movies,2271 Broadway New York NY,0
22,no,yes,fashion:art:camping:dancing:tv,39 Union sq W New York NY,34,no,no,football:camping:tv:travel,427 10th Ave New York NY,0
41,yes,yes,skiing:running:fashion:computers:dancing:travel,1083 2nd Ave New York NY,19,no,yes,soccer:animals:dancing:cooking,14 E 47th St New York NY,1
36,no,no,soccer:football:tv,2049 Broadway New York NY,19,no,yes,running:reading:knitting:animals:movies:opera:cooking,966 3rd Ave New York NY,0
38,no,yes,photography:computers,90 Maiden Ln New York NY,44,no,no,soccer:running:reading:knitting:dancing:writing,1560 Broadway New York NY,0
34,no,no,reading:animals:camping:dancing,1286 1st Ave New York NY,42,no,yes,snowboarding:soccer:football:dancing:opera:writing:shopping:tv,26 Bowery New York NY,0
35,yes,no,skiing:snowboarding:dancing:opera:tv,404 E 14th St New York NY,26,no,no,reading:art:camping:dancing:writing:tv,1083 2nd Ave New York NY,1
46,no,no,skiing:football:running:fashion:camping:writing,824 3rd Ave New York NY,40,no,no,skiing:reading:fashion:movies,600 W 125th St New York NY,1
47,no,no,dancing:shopping:cooking:scrabble,688 8th Ave New York NY,18,no,yes,knitting:art:cooking,26 Bowery New York NY,0
41,no,no,skiing:opera,427 10th Ave New York NY,37,no,no,skiing:fashion:movies,90 Maiden Ln New York NY,1
46,no,yes,running:cooking,1083 2nd Ave New York NY,50,no,yes,skiing:football:photography:art:movies:travel:scrabble,966 3rd Ave New York NY,1
